time,temperature_2m,precipitation,soil_moisture_0_to_7cm,wind_gusts_10m,Rolling_72h_Rainfall,Mine_Name,Mine_Type,Pending_Target_Tons,Days_To_Deadline,Daily_Extraction_Capacity,Overtime_Capacity_hrs,Recommended_Action
2025-11-29 06:00:00,13.1,0.0,0.292,10.4,0.0,Dongri Buzurg,Opencast,792,9,145,1,Normal Operations
2025-11-29 07:00:00,15.0,0.0,0.292,12.2,0.0,Dongri Buzurg,Opencast,269,4,239,4,Normal Operations
2025-11-29 08:00:00,18.2,0.0,0.292,14.0,0.0,Dongri Buzurg,Opencast,455,3,228,2,Normal Operations
2025-11-29 09:00:00,21.4,0.0,0.292,15.8,0.0,Dongri Buzurg,Opencast,290,2,249,2,Normal Operations
2025-11-29 10:00:00,23.4,0.0,0.291,17.6,0.0,Dongri Buzurg,Opencast,766,3,255,3,Pre-emptive Overtime Prior Shift
2025-11-29 11:00:00,25.1,0.0,0.297,19.1,0.0,Dongri Buzurg,Opencast,521,1,299,3,Pre-emptive Overtime Prior Shift
2025-11-29 12:00:00,25.7,0.0,0.296,18.7,0.0,Dongri Buzurg,Opencast,799,12,163,0,Normal Operations
2025-11-29 13:00:00,26.3,0.0,0.295,20.2,0.0,Dongri Buzurg,Opencast,106,11,267,4,Normal Operations
2025-11-29 14:00:00,26.4,0.0,0.294,20.2,0.0,Dongri Buzurg,Opencast,232,8,200,3,Normal Operations
2025-11-29 15:00:00,26.0,0.0,0.293,19.4,0.0,Dongri Buzurg,Opencast,846,1,154,3,Pre-emptive Overtime Prior Shift
2025-11-29 16:00:00,24.5,0.0,0.293,17.3,0.0,Dongri Buzurg,Opencast,656,6,186,1,Normal Operations
2025-11-29 17:00:00,21.1,0.0,0.292,7.2,0.0,Dongri Buzurg,Opencast,925,15,159,3,Normal Operations
2025-11-29 18:00:00,20.2,0.0,0.292,6.5,0.0,Dongri Buzurg,Opencast,860,11,207,0,Normal Operations
2025-11-29 19:00:00,19.1,0.0,0.292,4.0,0.0,Dongri Buzurg,Opencast,130,15,140,1,Normal Operations
2025-11-29 20:00:00,17.4,0.0,0.292,9.7,0.0,Dongri Buzurg,Opencast,634,2,158,0,Shift Heavy Extraction to Night/Early Morning
2025-11-29 21:00:00,17.0,0.0,0.292,11.5,0.0,Dongri Buzurg,Opencast,525,14,295,4,Normal Operations
2025-11-29 22:00:00,16.4,0.0,0.292,13.0,0.0,Dongri Buzurg,Opencast,493,11,263,4,Normal Operations
2025-11-29 23:00:00,15.8,0.0,0.301,13.3,0.0,Dongri Buzurg,Opencast,771,11,132,2,Normal Operations
2025-11-30 00:00:00,15.2,0.0,0.301,11.5,0.0,Dongri Buzurg,Opencast,462,3,208,3,Normal Operations
2025-11-30 01:00:00,15.2,0.0,0.301,10.1,0.0,Dongri Buzurg,Opencast,536,9,144,1,Normal Operations
2025-11-30 02:00:00,15.7,0.0,0.301,12.2,0.0,Dongri Buzurg,Opencast,769,12,220,3,Normal Operations
2025-11-30 03:00:00,14.9,0.0,0.301,12.2,0.0,Dongri Buzurg,Opencast,650,13,174,2,Normal Operations
2025-11-30 04:00:00,14.2,0.0,0.301,9.7,0.0,Dongri Buzurg,Opencast,181,9,149,4,Normal Operations
2025-11-30 05:00:00,13.7,0.0,0.294,9.4,0.0,Dongri Buzurg,Opencast,455,6,146,2,Normal Operations
2025-11-30 06:00:00,14.5,0.0,0.294,13.0,0.0,Dongri Buzurg,Opencast,357,7,218,0,Normal Operations
2025-11-30 07:00:00,16.3,0.0,0.294,16.6,0.0,Dongri Buzurg,Opencast,817,5,271,3,Normal Operations
2025-11-30 08:00:00,19.5,0.0,0.294,18.0,0.0,Dongri Buzurg,Opencast,688,7,295,1,Normal Operations
2025-11-30 09:00:00,22.5,0.0,0.293,22.3,0.0,Dongri Buzurg,Opencast,623,6,187,3,Normal Operations
2025-11-30 10:00:00,24.6,0.0,0.293,25.6,0.0,Dongri Buzurg,Opencast,394,5,132,0,Normal Operations
2025-11-30 11:00:00,25.8,0.0,0.296,25.6,0.0,Dongri Buzurg,Opencast,323,3,175,4,Normal Operations
2025-11-30 12:00:00,26.0,0.0,0.294,22.0,0.0,Dongri Buzurg,Opencast,624,14,120,4,Normal Operations
2025-11-30 13:00:00,26.3,0.0,0.293,20.5,0.0,Dongri Buzurg,Opencast,145,2,273,3,Normal Operations
2025-11-30 14:00:00,26.4,0.0,0.293,17.3,0.0,Dongri Buzurg,Opencast,766,5,258,2,Normal Operations
2025-11-30 15:00:00,26.1,0.0,0.292,15.5,0.0,Dongri Buzurg,Opencast,212,14,161,4,Normal Operations
2025-11-30 16:00:00,24.6,0.0,0.292,14.8,0.0,Dongri Buzurg,Opencast,332,8,221,3,Normal Operations
2025-11-30 17:00:00,21.4,0.0,0.289,6.5,0.0,Dongri Buzurg,Opencast,116,14,115,4,Normal Operations
2025-11-30 18:00:00,20.2,0.0,0.289,6.5,0.0,Dongri Buzurg,Opencast,459,5,111,4,Normal Operations
2025-11-30 19:00:00,20.1,0.0,0.289,5.4,0.0,Dongri Buzurg,Opencast,322,3,153,1,Normal Operations
2025-11-30 20:00:00,18.5,0.0,0.288,14.4,0.0,Dongri Buzurg,Opencast,965,10,211,0,Normal Operations
2025-11-30 21:00:00,19.3,0.0,0.288,17.6,0.0,Dongri Buzurg,Opencast,799,15,236,1,Normal Operations
2025-11-30 22:00:00,19.1,0.0,0.288,16.2,0.0,Dongri Buzurg,Opencast,547,3,134,4,Pre-emptive Overtime Prior Shift
2025-11-30 23:00:00,17.7,0.0,0.302,14.4,0.0,Dongri Buzurg,Opencast,955,15,280,0,Normal Operations
2025-12-01 00:00:00,17.1,0.0,0.302,10.8,0.0,Dongri Buzurg,Opencast,464,5,270,0,Normal Operations
2025-12-01 01:00:00,15.6,0.0,0.302,10.8,0.0,Dongri Buzurg,Opencast,774,14,169,1,Normal Operations
2025-12-01 02:00:00,15.0,0.0,0.302,9.0,0.0,Dongri Buzurg,Opencast,425,9,155,4,Normal Operations
2025-12-01 03:00:00,14.6,0.0,0.302,10.4,0.0,Dongri Buzurg,Opencast,566,15,291,0,Normal Operations
2025-12-01 04:00:00,14.4,0.0,0.302,11.2,0.0,Dongri Buzurg,Opencast,513,14,255,3,Normal Operations
2025-12-01 05:00:00,14.0,0.0,0.297,11.2,0.0,Dongri Buzurg,Opencast,554,15,128,0,Normal Operations
2025-12-01 06:00:00,14.0,0.0,0.297,10.1,0.0,Dongri Buzurg,Opencast,685,8,185,1,Normal Operations
2025-12-01 07:00:00,16.0,0.0,0.297,13.7,0.0,Dongri Buzurg,Opencast,332,7,221,3,Normal Operations
2025-12-01 08:00:00,19.4,0.0,0.297,15.5,0.0,Dongri Buzurg,Opencast,323,5,285,4,Normal Operations
2025-12-01 09:00:00,22.6,0.0,0.296,18.7,0.0,Dongri Buzurg,Opencast,930,9,251,2,Normal Operations
2025-12-01 10:00:00,24.5,0.0,0.295,21.6,0.0,Dongri Buzurg,Opencast,511,12,247,4,Normal Operations
2025-12-01 11:00:00,26.0,0.0,0.299,22.0,0.0,Dongri Buzurg,Opencast,671,2,254,1,Pre-emptive Overtime Prior Shift
2025-12-01 12:00:00,26.4,0.0,0.298,20.5,0.0,Dongri Buzurg,Opencast,434,6,246,4,Normal Operations
2025-12-01 13:00:00,26.9,0.0,0.296,18.7,0.0,Dongri Buzurg,Opencast,321,7,189,3,Normal Operations
2025-12-01 14:00:00,26.9,0.0,0.295,17.3,0.0,Dongri Buzurg,Opencast,136,7,137,4,Normal Operations
2025-12-01 15:00:00,26.6,0.0,0.295,16.2,0.0,Dongri Buzurg,Opencast,377,12,159,0,Normal Operations
2025-12-01 16:00:00,25.2,0.0,0.294,14.0,0.0,Dongri Buzurg,Opencast,295,11,230,3,Normal Operations
2025-12-01 17:00:00,21.7,0.0,0.293,7.2,0.0,Dongri Buzurg,Opencast,963,13,250,2,Normal Operations
2025-12-01 18:00:00,21.0,0.0,0.293,8.3,0.0,Dongri Buzurg,Opencast,583,4,208,3,Normal Operations
2025-12-01 19:00:00,20.9,0.0,0.293,5.8,0.0,Dongri Buzurg,Opencast,341,2,158,3,Pre-emptive Overtime Prior Shift
2025-12-01 20:00:00,18.9,0.0,0.293,10.8,0.0,Dongri Buzurg,Opencast,423,1,190,4,Pre-emptive Overtime Prior Shift
2025-12-01 21:00:00,17.8,0.0,0.293,12.2,0.0,Dongri Buzurg,Opencast,830,1,173,4,Pre-emptive Overtime Prior Shift
2025-12-01 22:00:00,17.4,0.0,0.293,12.2,0.0,Dongri Buzurg,Opencast,291,3,123,2,Normal Operations
2025-12-01 23:00:00,16.5,0.0,0.308,7.2,0.0,Dongri Buzurg,Opencast,116,7,283,1,Normal Operations
2025-12-02 00:00:00,15.7,0.0,0.308,7.2,0.0,Dongri Buzurg,Opencast,623,11,279,1,Normal Operations
2025-12-02 01:00:00,15.3,0.0,0.308,10.1,0.0,Dongri Buzurg,Opencast,500,5,140,0,Normal Operations
2025-12-02 02:00:00,14.9,0.0,0.308,11.5,0.0,Dongri Buzurg,Opencast,985,7,293,4,Normal Operations
2025-12-02 03:00:00,14.3,0.0,0.308,11.2,0.0,Dongri Buzurg,Opencast,804,12,197,1,Normal Operations
2025-12-02 04:00:00,14.1,0.0,0.308,9.0,0.0,Dongri Buzurg,Opencast,121,13,249,2,Normal Operations
2025-12-02 05:00:00,13.9,0.0,0.289,9.4,0.0,Dongri Buzurg,Opencast,573,9,212,4,Normal Operations
2025-12-02 06:00:00,14.5,0.0,0.289,9.4,0.0,Dongri Buzurg,Opencast,219,8,213,2,Normal Operations
2025-12-02 07:00:00,16.5,0.0,0.289,12.2,0.0,Dongri Buzurg,Opencast,309,1,293,0,Shift Heavy Extraction to Night/Early Morning
2025-12-02 08:00:00,19.8,0.0,0.289,15.8,0.0,Dongri Buzurg,Opencast,405,14,127,0,Normal Operations
2025-12-02 09:00:00,22.7,0.0,0.289,20.2,0.0,Dongri Buzurg,Opencast,369,4,205,3,Normal Operations
2025-12-02 10:00:00,24.9,0.0,0.288,25.9,0.0,Dongri Buzurg,Opencast,803,5,137,3,Pre-emptive Overtime Prior Shift
2025-12-02 11:00:00,26.3,0.0,0.295,27.4,0.0,Dongri Buzurg,Opencast,786,7,203,3,Normal Operations
2025-12-02 12:00:00,26.7,0.0,0.294,26.6,0.0,Dongri Buzurg,Opencast,384,11,166,3,Normal Operations
2025-12-02 13:00:00,27.0,0.0,0.293,25.2,0.0,Dongri Buzurg,Opencast,815,8,285,2,Normal Operations
2025-12-02 14:00:00,27.1,0.0,0.292,23.0,0.0,Dongri Buzurg,Opencast,775,8,264,0,Normal Operations
2025-12-02 15:00:00,26.9,0.0,0.292,20.2,0.0,Dongri Buzurg,Opencast,862,4,229,2,Normal Operations
2025-12-02 16:00:00,25.5,0.0,0.291,16.6,0.0,Dongri Buzurg,Opencast,326,14,284,2,Normal Operations
2025-12-02 17:00:00,21.6,0.0,0.302,8.3,0.0,Dongri Buzurg,Opencast,480,11,178,0,Normal Operations
2025-12-02 18:00:00,20.1,0.0,0.302,9.0,0.0,Dongri Buzurg,Opencast,559,7,196,2,Normal Operations
2025-12-02 19:00:00,18.9,0.0,0.302,11.2,0.0,Dongri Buzurg,Opencast,106,12,144,4,Normal Operations
2025-12-02 20:00:00,18.2,0.0,0.302,12.2,0.0,Dongri Buzurg,Opencast,128,11,152,1,Normal Operations
2025-12-02 21:00:00,17.6,0.0,0.301,13.3,0.0,Dongri Buzurg,Opencast,132,2,176,1,Normal Operations
2025-12-02 22:00:00,17.0,0.0,0.301,12.6,0.0,Dongri Buzurg,Opencast,745,9,106,1,Normal Operations
2025-12-02 23:00:00,15.7,0.0,0.317,12.6,0.0,Dongri Buzurg,Opencast,978,6,219,2,Normal Operations
2025-12-03 00:00:00,14.9,0.0,0.317,9.0,0.0,Dongri Buzurg,Opencast,178,4,266,2,Normal Operations
2025-12-03 01:00:00,14.6,0.0,0.317,7.9,0.0,Dongri Buzurg,Opencast,558,6,167,0,Normal Operations
2025-12-03 02:00:00,14.6,0.0,0.317,13.3,0.0,Dongri Buzurg,Opencast,669,15,162,0,Normal Operations
2025-12-03 03:00:00,14.7,0.0,0.317,14.8,0.0,Dongri Buzurg,Opencast,637,7,273,1,Normal Operations
2025-12-03 04:00:00,14.3,0.0,0.317,13.3,0.0,Dongri Buzurg,Opencast,581,10,101,1,Normal Operations
2025-12-03 05:00:00,13.8,0.0,0.299,10.8,0.0,Dongri Buzurg,Opencast,529,8,242,0,Normal Operations
2025-12-03 06:00:00,14.3,0.0,0.299,9.0,0.0,Dongri Buzurg,Opencast,837,4,104,4,Pre-emptive Overtime Prior Shift
2025-12-03 07:00:00,16.1,0.0,0.299,9.7,0.0,Dongri Buzurg,Opencast,384,9,102,1,Normal Operations
2025-12-03 08:00:00,19.2,0.0,0.299,15.5,0.0,Dongri Buzurg,Opencast,615,6,243,1,Normal Operations
2025-12-03 09:00:00,22.0,0.0,0.298,19.8,0.0,Dongri Buzurg,Opencast,198,1,148,3,Pre-emptive Overtime Prior Shift
2025-12-03 10:00:00,24.2,0.0,0.297,21.2,0.0,Dongri Buzurg,Opencast,496,3,189,2,Normal Operations
2025-12-03 11:00:00,25.5,0.0,0.308,22.7,0.0,Dongri Buzurg,Opencast,588,14,233,3,Normal Operations
2025-12-03 12:00:00,25.9,0.0,0.307,23.0,0.0,Dongri Buzurg,Opencast,138,1,134,2,Pre-emptive Overtime Prior Shift
2025-12-03 13:00:00,26.4,0.0,0.306,22.3,0.0,Dongri Buzurg,Opencast,370,6,265,2,Normal Operations
2025-12-03 14:00:00,26.6,0.0,0.305,20.5,0.0,Dongri Buzurg,Opencast,986,6,185,3,Normal Operations
2025-12-03 15:00:00,26.3,0.0,0.304,18.7,0.0,Dongri Buzurg,Opencast,896,7,163,0,Normal Operations
2025-12-03 16:00:00,25.1,0.0,0.303,17.3,0.0,Dongri Buzurg,Opencast,256,1,259,4,Normal Operations
2025-12-03 17:00:00,21.8,0.0,0.295,7.6,0.0,Dongri Buzurg,Opencast,174,1,100,4,Pre-emptive Overtime Prior Shift
2025-12-03 18:00:00,20.7,0.0,0.295,5.4,0.0,Dongri Buzurg,Opencast,983,5,224,2,Normal Operations
2025-12-03 19:00:00,19.0,0.0,0.295,5.4,0.0,Dongri Buzurg,Opencast,899,5,147,1,Pre-emptive Overtime Prior Shift
2025-12-03 20:00:00,17.5,0.0,0.295,9.0,0.0,Dongri Buzurg,Opencast,229,1,122,1,Pre-emptive Overtime Prior Shift
2025-12-03 21:00:00,17.0,0.0,0.295,9.7,0.0,Dongri Buzurg,Opencast,786,7,117,3,Normal Operations
2025-12-03 22:00:00,16.7,0.0,0.295,11.5,0.0,Dongri Buzurg,Opencast,183,14,244,3,Normal Operations
2025-12-03 23:00:00,16.0,0.0,0.304,12.2,0.0,Dongri Buzurg,Opencast,121,7,130,3,Normal Operations
2025-12-04 00:00:00,15.5,0.0,0.304,10.1,0.0,Dongri Buzurg,Opencast,558,6,281,1,Normal Operations
2025-12-04 01:00:00,15.1,0.0,0.304,11.9,0.0,Dongri Buzurg,Opencast,638,13,159,3,Normal Operations
2025-12-04 02:00:00,14.6,0.0,0.304,11.2,0.0,Dongri Buzurg,Opencast,806,7,165,2,Normal Operations
2025-12-04 03:00:00,14.4,0.0,0.304,12.2,0.0,Dongri Buzurg,Opencast,948,12,172,1,Normal Operations
2025-12-04 04:00:00,14.3,0.0,0.304,13.3,0.0,Dongri Buzurg,Opencast,481,6,185,4,Normal Operations
2025-12-04 05:00:00,14.2,0.0,0.294,13.0,0.0,Dongri Buzurg,Opencast,847,10,205,3,Normal Operations
2025-12-04 06:00:00,14.5,0.0,0.294,14.4,0.0,Dongri Buzurg,Opencast,539,2,117,4,Pre-emptive Overtime Prior Shift
2025-12-04 07:00:00,16.0,0.0,0.294,12.2,0.0,Dongri Buzurg,Opencast,703,5,222,3,Normal Operations
2025-12-04 08:00:00,19.1,0.0,0.294,14.8,0.0,Dongri Buzurg,Opencast,120,7,117,1,Normal Operations
2025-12-04 09:00:00,22.0,0.0,0.293,17.3,0.0,Dongri Buzurg,Opencast,402,2,182,2,Pre-emptive Overtime Prior Shift
2025-12-04 10:00:00,24.0,0.0,0.292,21.2,0.0,Dongri Buzurg,Opencast,968,5,208,4,Normal Operations
2025-12-04 11:00:00,25.4,0.0,0.294,22.0,0.0,Dongri Buzurg,Opencast,183,3,201,4,Normal Operations
2025-12-04 12:00:00,25.9,0.0,0.293,22.3,0.0,Dongri Buzurg,Opencast,873,14,290,2,Normal Operations
2025-12-04 13:00:00,26.4,0.0,0.292,22.3,0.0,Dongri Buzurg,Opencast,758,9,130,1,Normal Operations
2025-12-04 14:00:00,26.5,0.0,0.291,21.2,0.0,Dongri Buzurg,Opencast,552,10,128,0,Normal Operations
2025-12-04 15:00:00,26.3,0.0,0.291,20.2,0.0,Dongri Buzurg,Opencast,486,1,187,3,Pre-emptive Overtime Prior Shift
2025-12-04 16:00:00,25.0,0.0,0.29,18.4,0.0,Dongri Buzurg,Opencast,606,7,196,1,Normal Operations
2025-12-04 17:00:00,21.4,0.0,0.289,7.6,0.0,Dongri Buzurg,Opencast,356,10,213,2,Normal Operations
2025-12-04 18:00:00,19.7,0.0,0.289,10.1,0.0,Dongri Buzurg,Opencast,669,4,179,4,Normal Operations
2025-12-04 19:00:00,18.9,0.0,0.289,14.0,0.0,Dongri Buzurg,Opencast,991,12,278,3,Normal Operations
2025-12-04 20:00:00,18.0,0.0,0.289,14.0,0.0,Dongri Buzurg,Opencast,626,5,131,2,Normal Operations
2025-12-04 21:00:00,17.4,0.0,0.289,14.0,0.0,Dongri Buzurg,Opencast,261,1,120,2,Pre-emptive Overtime Prior Shift
2025-12-04 22:00:00,16.9,0.0,0.289,15.8,0.0,Dongri Buzurg,Opencast,262,5,257,2,Normal Operations
2025-12-04 23:00:00,16.8,0.0,0.298,17.6,0.0,Dongri Buzurg,Opencast,931,11,106,1,Normal Operations
2025-12-05 00:00:00,16.1,0.0,0.298,18.0,0.0,Dongri Buzurg,Opencast,892,8,137,2,Normal Operations
2025-12-05 01:00:00,15.4,0.0,0.298,13.7,0.0,Dongri Buzurg,Opencast,891,13,239,4,Normal Operations
2025-12-05 02:00:00,15.3,0.0,0.298,16.2,0.0,Dongri Buzurg,Opencast,623,14,286,1,Normal Operations
2025-12-05 03:00:00,15.1,0.0,0.298,16.6,0.0,Dongri Buzurg,Opencast,885,15,191,0,Normal Operations
2025-12-05 04:00:00,14.9,0.0,0.298,16.6,0.0,Dongri Buzurg,Opencast,370,6,113,2,Normal Operations
2025-12-05 05:00:00,14.5,0.0,0.287,16.6,0.0,Dongri Buzurg,Opencast,591,13,170,0,Normal Operations
2025-12-05 06:00:00,14.4,0.0,0.287,14.4,0.0,Dongri Buzurg,Opencast,307,13,116,2,Normal Operations
2025-12-05 07:00:00,15.9,0.0,0.287,17.3,0.0,Dongri Buzurg,Opencast,638,2,250,4,Pre-emptive Overtime Prior Shift
2025-12-05 08:00:00,18.8,0.0,0.287,18.0,0.0,Dongri Buzurg,Opencast,683,2,176,3,Pre-emptive Overtime Prior Shift
2025-12-05 09:00:00,21.8,0.0,0.287,21.6,0.0,Dongri Buzurg,Opencast,159,11,119,4,Normal Operations
2025-12-05 10:00:00,23.8,0.0,0.286,26.3,0.0,Dongri Buzurg,Opencast,529,9,232,2,Normal Operations
2025-12-05 11:00:00,25.2,0.0,0.296,26.6,0.0,Dongri Buzurg,Opencast,756,12,233,2,Normal Operations
2025-12-05 12:00:00,25.6,0.0,0.295,25.9,0.0,Dongri Buzurg,Opencast,704,15,240,2,Normal Operations
2025-12-05 13:00:00,26.2,0.0,0.293,25.2,0.0,Dongri Buzurg,Opencast,408,1,230,0,Shift Heavy Extraction to Night/Early Morning
2025-12-05 14:00:00,26.4,0.0,0.293,23.4,0.0,Dongri Buzurg,Opencast,619,12,280,2,Normal Operations
2025-12-05 15:00:00,26.2,0.0,0.292,22.3,0.0,Dongri Buzurg,Opencast,690,2,258,2,Pre-emptive Overtime Prior Shift
2025-12-05 16:00:00,24.9,0.0,0.291,21.6,0.0,Dongri Buzurg,Opencast,126,8,230,4,Normal Operations
2025-12-05 17:00:00,21.2,0.0,0.278,14.0,0.0,Dongri Buzurg,Opencast,785,15,235,0,Normal Operations
2025-12-05 18:00:00,20.2,0.0,0.278,18.4,0.0,Dongri Buzurg,Opencast,661,13,170,3,Normal Operations
2025-12-05 19:00:00,19.3,0.0,0.278,19.1,0.0,Dongri Buzurg,Opencast,298,6,149,0,Normal Operations
2025-12-05 20:00:00,18.3,0.0,0.277,19.1,0.0,Dongri Buzurg,Opencast,486,3,209,2,Normal Operations
2025-12-05 21:00:00,17.4,0.0,0.277,18.4,0.0,Dongri Buzurg,Opencast,448,15,170,3,Normal Operations
2025-12-05 22:00:00,16.6,0.0,0.277,18.4,0.0,Dongri Buzurg,Opencast,792,3,174,0,Shift Heavy Extraction to Night/Early Morning
2025-12-05 23:00:00,15.9,0.0,0.277,18.0,0.0,Dongri Buzurg,Opencast,635,14,286,0,Normal Operations
2025-12-06 00:00:00,15.1,0.0,0.277,17.3,0.0,Dongri Buzurg,Opencast,927,11,120,1,Normal Operations
2025-12-06 01:00:00,14.3,0.0,0.277,14.4,0.0,Dongri Buzurg,Opencast,477,9,247,0,Normal Operations
2025-12-06 02:00:00,13.9,0.0,0.277,12.2,0.0,Dongri Buzurg,Opencast,998,2,192,0,Shift Heavy Extraction to Night/Early Morning
2025-12-06 03:00:00,13.6,0.0,0.277,13.7,0.0,Dongri Buzurg,Opencast,657,15,173,1,Normal Operations
2025-12-06 04:00:00,13.2,0.0,0.277,14.4,0.0,Dongri Buzurg,Opencast,626,10,276,1,Normal Operations
2025-12-06 05:00:00,13.2,0.0,0.277,15.8,0.0,Dongri Buzurg,Opencast,252,5,137,2,Normal Operations
2025-12-06 06:00:00,13.3,0.0,0.277,16.6,0.0,Dongri Buzurg,Opencast,833,7,132,0,Normal Operations
2025-12-06 07:00:00,14.5,0.0,0.277,16.9,0.0,Dongri Buzurg,Opencast,305,6,221,2,Normal Operations
2025-12-06 08:00:00,17.3,0.0,0.276,18.0,0.0,Dongri Buzurg,Opencast,554,14,296,4,Normal Operations
2025-12-06 09:00:00,20.2,0.0,0.276,20.9,0.0,Dongri Buzurg,Opencast,372,1,158,3,Pre-emptive Overtime Prior Shift
2025-12-06 10:00:00,22.5,0.0,0.276,24.5,0.0,Dongri Buzurg,Opencast,993,13,111,3,Normal Operations
2025-12-06 11:00:00,24.4,0.0,0.275,24.8,0.0,Dongri Buzurg,Opencast,335,12,235,1,Normal Operations
2025-12-06 12:00:00,25.2,0.0,0.274,22.0,0.0,Dongri Buzurg,Opencast,951,10,297,3,Normal Operations
2025-12-06 13:00:00,26.0,0.0,0.273,20.2,0.0,Dongri Buzurg,Opencast,839,3,186,4,Pre-emptive Overtime Prior Shift
2025-12-06 14:00:00,26.2,0.0,0.273,18.0,0.0,Dongri Buzurg,Opencast,620,15,275,1,Normal Operations
2025-12-06 15:00:00,26.0,0.0,0.272,16.6,0.0,Dongri Buzurg,Opencast,777,14,205,1,Normal Operations
2025-12-06 16:00:00,24.2,0.0,0.272,14.8,0.0,Dongri Buzurg,Opencast,930,5,294,2,Normal Operations
2025-12-06 17:00:00,20.4,0.0,0.272,7.9,0.0,Dongri Buzurg,Opencast,825,12,137,4,Normal Operations
2025-12-06 18:00:00,19.3,0.0,0.272,13.3,0.0,Dongri Buzurg,Opencast,600,3,133,0,Shift Heavy Extraction to Night/Early Morning
2025-12-06 19:00:00,18.3,0.0,0.272,15.1,0.0,Dongri Buzurg,Opencast,216,3,231,1,Normal Operations
2025-12-06 20:00:00,17.3,0.0,0.271,15.5,0.0,Dongri Buzurg,Opencast,485,5,234,0,Normal Operations
2025-12-06 21:00:00,16.5,0.0,0.271,18.7,0.0,Dongri Buzurg,Opencast,443,13,184,4,Normal Operations
2025-12-06 22:00:00,15.4,0.0,0.271,18.4,0.0,Dongri Buzurg,Opencast,683,13,207,0,Normal Operations
2025-12-06 23:00:00,14.6,0.0,0.271,15.1,0.0,Dongri Buzurg,Opencast,494,8,173,0,Normal Operations
2025-12-07 00:00:00,14.1,0.0,0.271,12.6,0.0,Dongri Buzurg,Opencast,163,10,176,1,Normal Operations
2025-12-07 01:00:00,13.9,0.0,0.271,11.5,0.0,Dongri Buzurg,Opencast,816,8,182,3,Normal Operations
2025-12-07 02:00:00,13.8,0.0,0.271,15.8,0.0,Dongri Buzurg,Opencast,820,14,158,4,Normal Operations
2025-12-07 03:00:00,13.2,0.0,0.271,15.8,0.0,Dongri Buzurg,Opencast,171,8,225,0,Normal Operations
2025-12-07 04:00:00,12.8,0.0,0.271,11.9,0.0,Dongri Buzurg,Opencast,888,6,107,3,Pre-emptive Overtime Prior Shift
2025-12-07 05:00:00,12.3,0.0,0.276,10.8,0.0,Dongri Buzurg,Opencast,373,9,288,2,Normal Operations
2025-12-07 06:00:00,12.3,0.0,0.276,9.0,0.0,Dongri Buzurg,Opencast,419,14,212,3,Normal Operations
2025-12-07 07:00:00,13.7,0.0,0.276,11.9,0.0,Dongri Buzurg,Opencast,437,5,203,3,Normal Operations
2025-12-07 08:00:00,17.2,0.0,0.276,15.1,0.0,Dongri Buzurg,Opencast,465,14,149,3,Normal Operations
2025-12-07 09:00:00,20.5,0.0,0.276,16.9,0.0,Dongri Buzurg,Opencast,594,10,222,1,Normal Operations
2025-12-07 10:00:00,23.2,0.0,0.275,18.4,0.0,Dongri Buzurg,Opencast,706,7,183,1,Normal Operations
2025-12-07 11:00:00,25.4,0.0,0.277,18.7,0.0,Dongri Buzurg,Opencast,265,1,107,0,Shift Heavy Extraction to Night/Early Morning
2025-12-07 12:00:00,26.6,0.0,0.276,19.8,0.0,Dongri Buzurg,Opencast,643,15,243,0,Normal Operations
2025-12-07 13:00:00,27.4,0.0,0.276,20.9,0.0,Dongri Buzurg,Opencast,110,4,147,4,Normal Operations
2025-12-07 14:00:00,27.7,0.0,0.275,21.6,0.0,Dongri Buzurg,Opencast,400,1,289,0,Shift Heavy Extraction to Night/Early Morning
2025-12-07 15:00:00,27.4,0.0,0.274,20.9,0.0,Dongri Buzurg,Opencast,828,10,155,2,Normal Operations
2025-12-07 16:00:00,25.3,0.0,0.274,17.3,0.0,Dongri Buzurg,Opencast,900,2,255,3,Pre-emptive Overtime Prior Shift
2025-12-07 17:00:00,22.2,0.0,0.267,5.8,0.0,Dongri Buzurg,Opencast,201,6,208,2,Normal Operations
2025-12-07 18:00:00,20.9,0.0,0.267,4.7,0.0,Dongri Buzurg,Opencast,524,1,120,3,Pre-emptive Overtime Prior Shift
2025-12-07 19:00:00,18.8,0.0,0.267,9.4,0.0,Dongri Buzurg,Opencast,491,9,217,0,Normal Operations
2025-12-07 20:00:00,17.9,0.0,0.267,11.9,0.0,Dongri Buzurg,Opencast,878,6,200,2,Normal Operations
2025-12-07 21:00:00,17.6,0.0,0.267,16.2,0.0,Dongri Buzurg,Opencast,313,8,143,3,Normal Operations
2025-12-07 22:00:00,17.0,0.0,0.267,16.2,0.0,Dongri Buzurg,Opencast,790,15,178,2,Normal Operations
2025-12-07 23:00:00,16.1,0.0,0.266,15.8,0.0,Dongri Buzurg,Opencast,187,10,169,2,Normal Operations
2025-12-08 00:00:00,14.5,0.0,0.266,10.8,0.0,Dongri Buzurg,Opencast,652,10,140,2,Normal Operations
2025-12-08 01:00:00,13.9,0.0,0.266,10.1,0.0,Dongri Buzurg,Opencast,500,8,134,3,Normal Operations
2025-12-08 02:00:00,13.4,0.0,0.266,10.1,0.0,Dongri Buzurg,Opencast,687,12,155,3,Normal Operations
