time,temperature_2m,precipitation,soil_moisture_0_to_7cm,wind_gusts_10m,Rolling_72h_Rainfall,Pending_Target_Tons,Days_To_Deadline,Overtime_Capacity_hrs,Recommended_Action
2025-11-04 07:00:00,21.8,0.0,0.435,11.9,1.4,561,4,3,Normal Operations
2025-11-04 08:00:00,24.4,0.0,0.435,11.5,1.4,395,2,2,Normal Operations
2025-11-04 09:00:00,26.4,0.0,0.434,11.2,1.4,396,2,3,Normal Operations
2025-11-04 10:00:00,28.0,0.0,0.432,12.6,1.4,825,9,4,Normal Operations
2025-11-04 11:00:00,29.2,0.0,0.432,13.3,1.4,878,1,2,Normal Operations
2025-11-04 12:00:00,29.8,0.0,0.43,15.1,1.4,506,12,1,Normal Operations
2025-11-04 13:00:00,29.8,0.0,0.427,15.8,1.4,868,7,4,Normal Operations
2025-11-04 14:00:00,29.8,0.0,0.425,18.0,1.4,913,11,2,Normal Operations
2025-11-04 15:00:00,29.3,0.0,0.424,18.4,1.4,712,14,3,Normal Operations
2025-11-04 16:00:00,28.5,0.0,0.423,14.4,1.4,504,3,3,Normal Operations
2025-11-04 17:00:00,26.4,0.0,0.411,6.8,1.4,445,3,2,Normal Operations
2025-11-04 18:00:00,25.9,0.0,0.412,15.5,1.3,721,2,3,Normal Operations
2025-11-04 19:00:00,24.8,0.0,0.412,15.8,1.2,519,14,2,Normal Operations
2025-11-04 20:00:00,23.9,0.0,0.413,12.2,1.2,281,10,2,Normal Operations
2025-11-04 21:00:00,23.5,0.0,0.414,5.0,1.2,924,6,3,Normal Operations
2025-11-04 22:00:00,23.1,0.0,0.414,6.8,1.2,100,13,0,Normal Operations
2025-11-04 23:00:00,22.7,0.0,0.416,10.8,1.2,930,10,1,Normal Operations
2025-11-05 00:00:00,21.8,0.0,0.417,10.8,1.2,666,2,4,Normal Operations
2025-11-05 01:00:00,21.2,0.0,0.417,6.5,1.2,470,10,1,Normal Operations
2025-11-05 02:00:00,20.9,0.0,0.417,9.0,1.2,760,15,4,Normal Operations
2025-11-05 03:00:00,20.9,0.0,0.418,11.9,1.2,530,4,4,Normal Operations
2025-11-05 04:00:00,21.0,0.0,0.418,14.8,1.2,408,10,1,Normal Operations
2025-11-05 05:00:00,20.6,0.0,0.416,18.4,1.2,236,9,2,Normal Operations
2025-11-05 06:00:00,21.5,0.0,0.417,18.4,1.2,301,9,3,Normal Operations
2025-11-05 07:00:00,22.9,0.0,0.417,19.4,1.2,535,6,0,Normal Operations
2025-11-05 08:00:00,24.7,0.0,0.417,20.5,1.2,412,13,0,Normal Operations
2025-11-05 09:00:00,26.2,0.0,0.416,23.8,1.2,216,4,0,Normal Operations
2025-11-05 10:00:00,27.6,0.0,0.414,23.8,1.2,765,7,1,Normal Operations
2025-11-05 11:00:00,28.7,0.0,0.412,24.5,1.1,902,14,1,Normal Operations
2025-11-05 12:00:00,29.1,0.0,0.41,22.0,0.9,674,1,2,Normal Operations
2025-11-05 13:00:00,29.1,0.0,0.408,24.1,0.6000000000000001,343,12,0,Normal Operations
2025-11-05 14:00:00,28.6,0.0,0.406,24.5,0.3,636,4,2,Normal Operations
2025-11-05 15:00:00,28.7,0.0,0.405,20.9,0.2,701,5,0,Normal Operations
2025-11-05 16:00:00,27.8,0.0,0.405,9.7,0.2,174,8,1,Normal Operations
2025-11-05 17:00:00,26.1,0.0,0.4,7.9,0.2,905,12,3,Normal Operations
2025-11-05 18:00:00,25.3,0.0,0.4,11.9,0.2,485,2,3,Normal Operations
2025-11-05 19:00:00,24.6,0.0,0.401,8.3,0.2,309,12,3,Normal Operations
2025-11-05 20:00:00,24.0,0.0,0.401,12.2,0.2,574,5,3,Normal Operations
2025-11-05 21:00:00,22.9,0.0,0.401,10.8,0.2,517,6,4,Normal Operations
2025-11-05 22:00:00,21.7,0.0,0.402,10.1,0.2,446,5,0,Normal Operations
2025-11-05 23:00:00,22.1,0.0,0.402,14.4,0.2,628,15,3,Normal Operations
2025-11-06 00:00:00,22.1,0.0,0.403,14.4,0.2,739,13,4,Normal Operations
2025-11-06 01:00:00,22.4,0.0,0.403,20.9,0.2,975,9,4,Normal Operations
2025-11-06 02:00:00,22.3,0.0,0.403,20.5,0.2,862,10,4,Normal Operations
2025-11-06 03:00:00,21.5,0.0,0.404,14.0,0.2,278,1,2,Normal Operations
2025-11-06 04:00:00,21.1,0.0,0.404,16.9,0.2,281,14,2,Normal Operations
2025-11-06 05:00:00,21.1,0.0,0.404,18.0,0.2,763,3,4,Normal Operations
2025-11-06 06:00:00,21.3,0.0,0.405,17.6,0.2,124,14,3,Normal Operations
2025-11-06 07:00:00,22.6,0.0,0.405,20.2,0.2,279,2,0,Normal Operations
2025-11-06 08:00:00,24.6,0.0,0.404,24.5,0.2,809,12,1,Normal Operations
2025-11-06 09:00:00,26.4,0.0,0.403,27.4,0.2,600,13,2,Normal Operations
2025-11-06 10:00:00,27.9,0.0,0.402,29.5,0.2,955,3,3,Normal Operations
2025-11-06 11:00:00,29.0,0.0,0.403,30.2,0.2,260,10,3,Normal Operations
2025-11-06 12:00:00,29.6,0.0,0.4,29.9,0.1,276,9,1,Normal Operations
2025-11-06 13:00:00,29.7,0.0,0.398,29.2,0.0,384,13,1,Normal Operations
2025-11-06 14:00:00,29.6,0.0,0.396,26.6,0.0,162,14,3,Normal Operations
2025-11-06 15:00:00,29.0,0.0,0.394,24.8,0.0,761,9,1,Normal Operations
2025-11-06 16:00:00,27.9,0.0,0.394,20.9,0.0,765,10,3,Normal Operations
2025-11-06 17:00:00,25.7,0.0,0.385,14.0,0.0,255,2,1,Normal Operations
2025-11-06 18:00:00,25.2,0.0,0.385,14.0,0.0,981,14,1,Normal Operations
2025-11-06 19:00:00,24.4,0.0,0.385,15.8,0.0,568,3,3,Normal Operations
2025-11-06 20:00:00,23.2,0.0,0.385,17.3,0.0,148,14,4,Normal Operations
2025-11-06 21:00:00,22.3,0.0,0.385,18.0,0.0,948,4,3,Normal Operations
2025-11-06 22:00:00,21.5,0.0,0.386,18.0,0.0,183,9,0,Normal Operations
2025-11-06 23:00:00,20.6,0.0,0.389,17.3,0.0,460,3,1,Normal Operations
2025-11-07 00:00:00,20.2,0.0,0.389,15.5,0.0,788,13,2,Normal Operations
2025-11-07 01:00:00,19.8,0.0,0.389,16.2,0.0,247,7,1,Normal Operations
2025-11-07 02:00:00,19.1,0.0,0.389,17.3,0.0,729,12,0,Normal Operations
2025-11-07 03:00:00,18.6,0.0,0.39,19.1,0.0,441,3,2,Normal Operations
2025-11-07 04:00:00,18.1,0.0,0.39,19.1,0.0,575,7,2,Normal Operations
2025-11-07 05:00:00,18.1,0.0,0.391,17.3,0.0,162,7,3,Normal Operations
2025-11-07 06:00:00,18.0,0.0,0.392,16.2,0.0,800,9,4,Normal Operations
2025-11-07 07:00:00,19.3,0.0,0.392,20.2,0.0,459,2,3,Normal Operations
2025-11-07 08:00:00,22.1,0.0,0.391,20.9,0.0,660,13,2,Normal Operations
2025-11-07 09:00:00,24.7,0.0,0.39,22.0,0.0,426,6,2,Normal Operations
2025-11-07 10:00:00,26.8,0.0,0.389,21.2,0.0,868,9,4,Normal Operations
2025-11-07 11:00:00,28.5,0.0,0.387,21.6,0.0,835,12,1,Normal Operations
2025-11-07 12:00:00,29.0,0.0,0.384,17.3,0.0,240,15,4,Normal Operations
2025-11-07 13:00:00,29.0,0.0,0.382,18.7,0.0,314,12,3,Normal Operations
2025-11-07 14:00:00,28.7,0.0,0.38,19.1,0.0,534,15,1,Normal Operations
2025-11-07 15:00:00,28.1,0.0,0.378,18.4,0.0,990,2,3,Normal Operations
2025-11-07 16:00:00,26.4,0.0,0.377,13.7,0.0,822,2,4,Normal Operations
2025-11-07 17:00:00,23.9,0.0,0.379,6.5,0.0,417,13,1,Normal Operations
2025-11-07 18:00:00,23.7,0.0,0.379,17.3,0.0,131,14,4,Normal Operations
2025-11-07 19:00:00,22.5,0.0,0.379,19.4,0.0,769,5,0,Normal Operations
2025-11-07 20:00:00,21.6,0.0,0.379,18.4,0.0,384,10,2,Normal Operations
2025-11-07 21:00:00,21.0,0.0,0.379,18.4,0.0,404,10,1,Normal Operations
2025-11-07 22:00:00,20.2,0.0,0.379,20.2,0.0,528,12,2,Normal Operations
2025-11-07 23:00:00,19.2,0.0,0.388,20.5,0.0,576,10,0,Normal Operations
2025-11-08 00:00:00,18.5,0.0,0.388,15.5,0.0,385,8,1,Normal Operations
2025-11-08 01:00:00,17.9,0.0,0.388,12.6,0.0,243,11,2,Normal Operations
2025-11-08 02:00:00,17.0,0.0,0.388,14.0,0.0,523,15,2,Normal Operations
2025-11-08 03:00:00,16.2,0.0,0.388,14.8,0.0,118,9,1,Normal Operations
2025-11-08 04:00:00,15.8,0.0,0.389,15.1,0.0,117,2,2,Normal Operations
2025-11-08 05:00:00,15.5,0.0,0.379,15.1,0.0,868,5,2,Normal Operations
2025-11-08 06:00:00,16.0,0.0,0.379,14.8,0.0,689,14,1,Normal Operations
2025-11-08 07:00:00,18.1,0.0,0.379,16.2,0.0,470,7,2,Normal Operations
2025-11-08 08:00:00,21.2,0.0,0.379,15.5,0.0,274,15,2,Normal Operations
2025-11-08 09:00:00,24.1,0.0,0.378,18.7,0.0,293,6,3,Normal Operations
2025-11-08 10:00:00,26.1,0.0,0.376,23.8,0.0,601,6,3,Normal Operations
2025-11-08 11:00:00,27.1,0.0,0.372,27.4,0.0,212,7,0,Normal Operations
2025-11-08 12:00:00,27.6,0.0,0.37,25.6,0.0,213,3,3,Normal Operations
2025-11-08 13:00:00,27.6,0.0,0.367,25.2,0.0,321,13,3,Normal Operations
2025-11-08 14:00:00,27.5,0.0,0.365,23.8,0.0,777,3,0,Normal Operations
2025-11-08 15:00:00,27.0,0.0,0.364,22.7,0.0,930,10,2,Normal Operations
2025-11-08 16:00:00,25.4,0.0,0.363,20.2,0.0,743,9,2,Normal Operations
2025-11-08 17:00:00,22.8,0.0,0.36,16.2,0.0,996,14,3,Normal Operations
2025-11-08 18:00:00,21.9,0.0,0.36,17.6,0.0,363,8,0,Normal Operations
2025-11-08 19:00:00,20.7,0.0,0.36,18.4,0.0,154,5,2,Normal Operations
2025-11-08 20:00:00,19.9,0.0,0.36,18.4,0.0,970,6,4,Normal Operations
2025-11-08 21:00:00,18.9,0.0,0.36,17.6,0.0,742,11,1,Normal Operations
2025-11-08 22:00:00,18.1,0.0,0.36,16.6,0.0,899,12,1,Normal Operations
2025-11-08 23:00:00,16.4,0.0,0.365,15.8,0.0,877,10,1,Normal Operations
2025-11-09 00:00:00,15.2,0.0,0.366,14.8,0.0,557,1,3,Normal Operations
2025-11-09 01:00:00,14.3,0.0,0.366,15.8,0.0,977,10,1,Normal Operations
2025-11-09 02:00:00,13.9,0.0,0.366,16.2,0.0,261,12,1,Normal Operations
2025-11-09 03:00:00,13.7,0.0,0.366,17.3,0.0,479,1,4,Normal Operations
2025-11-09 04:00:00,13.3,0.0,0.366,16.9,0.0,186,4,2,Normal Operations
2025-11-09 05:00:00,13.9,0.0,0.362,16.2,0.0,154,2,4,Normal Operations
2025-11-09 06:00:00,14.8,0.0,0.362,18.4,0.0,575,11,3,Normal Operations
2025-11-09 07:00:00,16.8,0.0,0.362,17.6,0.0,899,7,1,Normal Operations
2025-11-09 08:00:00,19.8,0.0,0.361,18.0,0.0,277,2,2,Normal Operations
2025-11-09 09:00:00,22.5,0.0,0.36,19.1,0.0,490,10,1,Normal Operations
2025-11-09 10:00:00,24.2,0.0,0.359,23.0,0.0,448,2,1,Normal Operations
2025-11-09 11:00:00,25.3,0.0,0.356,23.8,0.0,107,5,3,Normal Operations
2025-11-09 12:00:00,26.1,0.0,0.354,22.3,0.0,932,4,1,Normal Operations
2025-11-09 13:00:00,26.5,0.0,0.351,23.0,0.0,412,8,0,Normal Operations
2025-11-09 14:00:00,26.6,0.0,0.35,23.4,0.0,858,4,2,Normal Operations
2025-11-09 15:00:00,26.2,0.0,0.348,23.4,0.0,934,14,2,Normal Operations
2025-11-09 16:00:00,24.6,0.0,0.347,21.2,0.0,542,12,0,Normal Operations
2025-11-09 17:00:00,22.1,0.0,0.343,14.8,0.0,866,6,3,Normal Operations
2025-11-09 18:00:00,21.0,0.0,0.343,16.9,0.0,427,5,1,Normal Operations
2025-11-09 19:00:00,20.0,0.0,0.343,17.6,0.0,153,11,1,Normal Operations
2025-11-09 20:00:00,19.0,0.0,0.343,17.6,0.0,860,14,2,Normal Operations
2025-11-09 21:00:00,17.9,0.0,0.343,16.2,0.0,338,2,3,Normal Operations
2025-11-09 22:00:00,16.8,0.0,0.343,15.1,0.0,328,11,3,Normal Operations
2025-11-09 23:00:00,15.5,0.0,0.348,13.7,0.0,678,15,3,Normal Operations
2025-11-10 00:00:00,14.4,0.0,0.348,13.3,0.0,150,13,1,Normal Operations
2025-11-10 01:00:00,13.6,0.0,0.349,14.0,0.0,708,12,3,Normal Operations
2025-11-10 02:00:00,13.0,0.0,0.349,14.4,0.0,703,14,0,Normal Operations
2025-11-10 03:00:00,12.5,0.0,0.349,14.0,0.0,363,8,4,Normal Operations
2025-11-10 04:00:00,11.9,0.0,0.349,13.3,0.0,517,2,3,Normal Operations
2025-11-10 05:00:00,11.4,0.0,0.342,11.9,0.0,902,9,4,Normal Operations
2025-11-10 06:00:00,11.8,0.0,0.342,13.7,0.0,195,15,1,Normal Operations
2025-11-10 07:00:00,14.6,0.0,0.342,16.9,0.0,187,9,3,Normal Operations
2025-11-10 08:00:00,19.1,0.0,0.342,17.3,0.0,177,3,2,Normal Operations
2025-11-10 09:00:00,22.5,0.0,0.341,16.2,0.0,387,4,1,Normal Operations
2025-11-10 10:00:00,24.7,0.0,0.339,18.4,0.0,219,8,0,Normal Operations
2025-11-10 11:00:00,26.0,0.0,0.336,20.5,0.0,913,9,0,Normal Operations
2025-11-10 12:00:00,26.8,0.0,0.334,20.2,0.0,590,3,4,Normal Operations
2025-11-10 13:00:00,27.1,0.0,0.332,20.5,0.0,551,5,4,Normal Operations
2025-11-10 14:00:00,27.0,0.0,0.331,20.2,0.0,599,11,2,Normal Operations
2025-11-10 15:00:00,26.5,0.0,0.329,19.4,0.0,264,15,2,Normal Operations
2025-11-10 16:00:00,24.6,0.0,0.329,17.6,0.0,281,8,0,Normal Operations
2025-11-10 17:00:00,21.4,0.0,0.323,12.2,0.0,568,3,3,Normal Operations
2025-11-10 18:00:00,20.2,0.0,0.323,11.9,0.0,834,7,0,Normal Operations
2025-11-10 19:00:00,19.0,0.0,0.323,15.5,0.0,922,11,0,Normal Operations
2025-11-10 20:00:00,18.0,0.0,0.323,16.6,0.0,106,8,2,Normal Operations
2025-11-10 21:00:00,16.6,0.0,0.323,16.2,0.0,429,10,4,Normal Operations
2025-11-10 22:00:00,15.3,0.0,0.323,13.0,0.0,874,11,2,Normal Operations
2025-11-10 23:00:00,15.1,0.0,0.331,13.3,0.0,772,14,2,Normal Operations
2025-11-11 00:00:00,14.3,0.0,0.332,14.0,0.0,250,3,2,Normal Operations
2025-11-11 01:00:00,13.4,0.0,0.332,12.2,0.0,184,2,0,Normal Operations
2025-11-11 02:00:00,12.7,0.0,0.332,13.3,0.0,246,10,3,Normal Operations
2025-11-11 03:00:00,12.5,0.0,0.332,14.0,0.0,723,13,0,Normal Operations
2025-11-11 04:00:00,12.3,0.0,0.332,13.3,0.0,480,7,1,Normal Operations
2025-11-11 05:00:00,11.9,0.0,0.324,13.3,0.0,647,12,2,Normal Operations
2025-11-11 06:00:00,12.2,0.0,0.324,15.1,0.0,384,9,2,Normal Operations
2025-11-11 07:00:00,14.7,0.0,0.324,19.4,0.0,799,1,1,Normal Operations
2025-11-11 08:00:00,18.9,0.0,0.324,19.8,0.0,181,3,2,Normal Operations
2025-11-11 09:00:00,22.3,0.0,0.323,17.6,0.0,613,5,2,Normal Operations
2025-11-11 10:00:00,24.6,0.0,0.322,19.4,0.0,996,3,2,Normal Operations
2025-11-11 11:00:00,25.9,0.0,0.321,20.2,0.0,914,1,1,Normal Operations
2025-11-11 12:00:00,26.7,0.0,0.32,19.8,0.0,808,15,0,Normal Operations
2025-11-11 13:00:00,27.1,0.0,0.318,21.2,0.0,622,7,2,Normal Operations
2025-11-11 14:00:00,27.0,0.0,0.316,22.0,0.0,845,7,3,Normal Operations
2025-11-11 15:00:00,26.5,0.0,0.315,22.0,0.0,485,10,1,Normal Operations
2025-11-11 16:00:00,24.7,0.0,0.314,20.5,0.0,806,12,4,Normal Operations
2025-11-11 17:00:00,21.5,0.0,0.308,12.2,0.0,570,8,1,Normal Operations
2025-11-11 18:00:00,20.1,0.0,0.308,11.9,0.0,218,5,0,Normal Operations
2025-11-11 19:00:00,18.5,0.0,0.308,15.8,0.0,495,10,1,Normal Operations
2025-11-11 20:00:00,18.1,0.0,0.308,17.3,0.0,631,12,4,Normal Operations
2025-11-11 21:00:00,17.2,0.0,0.308,17.3,0.0,360,5,3,Normal Operations
2025-11-11 22:00:00,16.4,0.0,0.308,16.6,0.0,904,5,4,Normal Operations
2025-11-11 23:00:00,15.7,0.0,0.317,16.6,0.0,355,1,1,Normal Operations
2025-11-12 00:00:00,14.7,0.0,0.317,15.1,0.0,833,10,4,Normal Operations
2025-11-12 01:00:00,13.7,0.0,0.317,14.8,0.0,325,5,1,Normal Operations
2025-11-12 02:00:00,13.3,0.0,0.317,15.5,0.0,152,6,3,Normal Operations
2025-11-12 03:00:00,12.9,0.0,0.318,15.1,0.0,966,15,3,Normal Operations
2025-11-12 04:00:00,12.0,0.0,0.318,13.3,0.0,599,13,0,Normal Operations
2025-11-12 05:00:00,11.7,0.0,0.315,13.0,0.0,605,12,3,Normal Operations
2025-11-12 06:00:00,12.2,0.0,0.315,14.4,0.0,953,1,2,Normal Operations
2025-11-12 07:00:00,14.8,0.0,0.315,15.5,0.0,463,11,4,Normal Operations
2025-11-12 08:00:00,19.0,0.0,0.315,15.5,0.0,379,7,4,Normal Operations
2025-11-12 09:00:00,22.5,0.0,0.314,14.4,0.0,692,1,1,Normal Operations
2025-11-12 10:00:00,24.8,0.0,0.313,16.9,0.0,813,11,3,Normal Operations
2025-11-12 11:00:00,26.5,0.0,0.314,20.2,0.0,257,2,0,Normal Operations
2025-11-12 12:00:00,27.3,0.0,0.312,20.9,0.0,731,2,0,Normal Operations
2025-11-12 13:00:00,27.7,0.0,0.311,20.9,0.0,158,5,0,Normal Operations
2025-11-12 14:00:00,27.7,0.0,0.309,20.9,0.0,826,14,2,Normal Operations
2025-11-12 15:00:00,27.3,0.0,0.308,20.5,0.0,227,10,3,Normal Operations
2025-11-12 16:00:00,25.3,0.0,0.308,18.4,0.0,835,13,0,Normal Operations
2025-11-12 17:00:00,21.4,0.0,0.302,11.9,0.0,820,7,2,Normal Operations
2025-11-12 18:00:00,20.2,0.0,0.302,12.2,0.0,981,1,4,Normal Operations
2025-11-12 19:00:00,19.1,0.0,0.302,15.5,0.0,214,10,1,Normal Operations
2025-11-12 20:00:00,18.9,0.0,0.302,18.0,0.0,308,1,3,Normal Operations
2025-11-12 21:00:00,19.0,0.0,0.302,18.7,0.0,625,1,3,Normal Operations
2025-11-12 22:00:00,18.2,0.0,0.302,19.4,0.0,620,6,4,Normal Operations
2025-11-12 23:00:00,17.0,0.0,0.315,19.1,0.0,651,2,3,Normal Operations
2025-11-13 00:00:00,15.4,0.0,0.315,16.6,0.0,336,1,3,Normal Operations
2025-11-13 01:00:00,14.1,0.0,0.315,14.4,0.0,380,6,3,Normal Operations
2025-11-13 02:00:00,13.4,0.0,0.315,13.7,0.0,458,14,3,Normal Operations
2025-11-13 03:00:00,13.2,0.0,0.315,13.7,0.0,300,2,2,Normal Operations
2025-11-13 04:00:00,13.1,0.0,0.315,14.8,0.0,857,6,2,Normal Operations
2025-11-13 05:00:00,12.9,0.0,0.302,15.1,0.0,377,10,1,Normal Operations
2025-11-13 06:00:00,13.2,0.0,0.302,16.9,0.0,334,8,3,Normal Operations
2025-11-13 07:00:00,15.1,0.0,0.302,18.7,0.0,593,2,4,Normal Operations
2025-11-13 08:00:00,19.0,0.0,0.302,18.7,0.0,103,11,0,Normal Operations
2025-11-13 09:00:00,22.6,0.0,0.301,17.6,0.0,765,9,1,Normal Operations
2025-11-13 10:00:00,25.1,0.0,0.301,20.5,0.0,541,8,0,Normal Operations
2025-11-13 11:00:00,26.6,0.0,0.299,22.0,0.0,128,12,0,Normal Operations
2025-11-13 12:00:00,27.5,0.0,0.298,20.9,0.0,208,10,3,Normal Operations
2025-11-13 13:00:00,28.0,0.0,0.296,20.2,0.0,709,1,4,Normal Operations
2025-11-13 14:00:00,28.0,0.0,0.295,19.8,0.0,826,7,0,Normal Operations
2025-11-13 15:00:00,27.4,0.0,0.294,21.6,0.0,904,14,0,Normal Operations
2025-11-13 16:00:00,25.1,0.0,0.293,21.2,0.0,174,13,1,Normal Operations
2025-11-13 17:00:00,22.4,0.0,0.297,21.2,0.0,937,10,4,Normal Operations
2025-11-13 18:00:00,21.0,0.0,0.296,18.4,0.0,245,6,4,Normal Operations
2025-11-13 19:00:00,20.0,0.0,0.296,18.7,0.0,227,14,0,Normal Operations
2025-11-13 20:00:00,18.7,0.0,0.296,18.7,0.0,952,6,4,Normal Operations
2025-11-13 21:00:00,17.5,0.0,0.296,18.0,0.0,141,6,1,Normal Operations
2025-11-13 22:00:00,16.2,0.0,0.296,14.8,0.0,455,6,1,Normal Operations
2025-11-13 23:00:00,15.3,0.0,0.299,13.0,0.0,140,10,1,Normal Operations
2025-11-14 00:00:00,14.2,0.0,0.299,12.6,0.0,133,7,3,Normal Operations
2025-11-14 01:00:00,13.5,0.0,0.299,10.4,0.0,116,12,0,Normal Operations
2025-11-14 02:00:00,13.1,0.0,0.3,11.2,0.0,776,3,4,Normal Operations
2025-11-14 03:00:00,12.6,0.0,0.3,11.5,0.0,252,14,1,Normal Operations
2025-11-14 04:00:00,12.1,0.0,0.3,12.6,0.0,477,6,0,Normal Operations
2025-11-14 05:00:00,11.5,0.0,0.297,15.1,0.0,687,3,0,Normal Operations
2025-11-14 06:00:00,12.2,0.0,0.297,15.8,0.0,698,7,3,Normal Operations
2025-11-14 07:00:00,14.7,0.0,0.297,17.6,0.0,728,7,4,Normal Operations
2025-11-14 08:00:00,18.8,0.0,0.297,18.0,0.0,973,8,4,Normal Operations
2025-11-14 09:00:00,22.4,0.0,0.296,15.8,0.0,441,2,1,Normal Operations
2025-11-14 10:00:00,24.8,0.0,0.296,14.8,0.0,126,9,1,Normal Operations
2025-11-14 11:00:00,26.2,0.0,0.294,14.8,0.0,924,13,0,Normal Operations
2025-11-14 12:00:00,27.3,0.0,0.293,15.5,0.0,386,5,4,Normal Operations
2025-11-14 13:00:00,27.9,0.0,0.292,17.6,0.0,745,9,4,Normal Operations
2025-11-14 14:00:00,27.9,0.0,0.291,18.7,0.0,830,10,1,Normal Operations
2025-11-14 15:00:00,27.4,0.0,0.29,19.4,0.0,267,5,2,Normal Operations
2025-11-14 16:00:00,25.3,0.0,0.289,19.1,0.0,709,7,0,Normal Operations
2025-11-14 17:00:00,22.1,0.0,0.289,18.7,0.0,367,11,4,Normal Operations
2025-11-14 18:00:00,20.8,0.0,0.289,16.6,0.0,848,9,3,Normal Operations
2025-11-14 19:00:00,19.6,0.0,0.289,15.8,0.0,920,15,3,Normal Operations
2025-11-14 20:00:00,18.3,0.0,0.289,16.6,0.0,554,4,2,Normal Operations
2025-11-14 21:00:00,17.6,0.0,0.289,16.6,0.0,784,2,1,Normal Operations
2025-11-14 22:00:00,16.2,0.0,0.289,14.4,0.0,500,9,1,Normal Operations
2025-11-14 23:00:00,14.8,0.0,0.296,10.8,0.0,575,13,1,Normal Operations
2025-11-15 00:00:00,14.2,0.0,0.296,11.9,0.0,801,2,3,Normal Operations
2025-11-15 01:00:00,13.7,0.0,0.296,11.9,0.0,733,3,1,Normal Operations
2025-11-15 02:00:00,13.1,0.0,0.297,11.5,0.0,657,10,3,Normal Operations
2025-11-15 03:00:00,12.7,0.0,0.297,11.2,0.0,675,2,2,Normal Operations
2025-11-15 04:00:00,12.4,0.0,0.297,11.9,0.0,229,3,0,Normal Operations
2025-11-15 05:00:00,12.2,0.0,0.291,14.4,0.0,921,6,4,Normal Operations
2025-11-15 06:00:00,12.9,0.0,0.291,15.8,0.0,462,3,2,Normal Operations
2025-11-15 07:00:00,15.2,0.0,0.291,18.7,0.0,804,15,3,Normal Operations
2025-11-15 08:00:00,18.9,0.0,0.291,18.7,0.0,918,10,2,Normal Operations
2025-11-15 09:00:00,22.4,0.0,0.29,16.2,0.0,792,8,4,Normal Operations
2025-11-15 10:00:00,24.8,0.0,0.29,16.2,0.0,391,11,0,Normal Operations
2025-11-15 11:00:00,26.2,0.0,0.289,18.4,0.0,470,6,4,Normal Operations
2025-11-15 12:00:00,27.0,0.0,0.288,20.9,0.0,893,7,3,Normal Operations
2025-11-15 13:00:00,27.4,0.0,0.287,21.6,0.0,128,1,4,Normal Operations
2025-11-15 14:00:00,27.4,0.0,0.286,22.0,0.0,248,3,2,Normal Operations
2025-11-15 15:00:00,26.9,0.0,0.285,23.0,0.0,878,3,1,Normal Operations
2025-11-15 16:00:00,25.0,0.0,0.284,23.0,0.0,395,2,2,Normal Operations
2025-11-15 17:00:00,21.6,0.0,0.282,18.7,0.0,110,7,3,Normal Operations
2025-11-15 18:00:00,20.1,0.0,0.282,14.4,0.0,611,9,0,Normal Operations
2025-11-15 19:00:00,18.9,0.0,0.282,16.2,0.0,775,4,4,Normal Operations
2025-11-15 20:00:00,18.4,0.0,0.282,17.3,0.0,212,12,0,Normal Operations
2025-11-15 21:00:00,17.8,0.0,0.282,17.3,0.0,286,5,3,Normal Operations
2025-11-15 22:00:00,16.7,0.0,0.282,16.6,0.0,906,3,4,Normal Operations
2025-11-15 23:00:00,15.9,0.0,0.291,15.8,0.0,843,11,2,Normal Operations
2025-11-16 00:00:00,15.4,0.0,0.291,15.5,0.0,326,9,2,Normal Operations
2025-11-16 01:00:00,14.3,0.0,0.291,15.1,0.0,409,14,3,Normal Operations
2025-11-16 02:00:00,13.8,0.0,0.292,18.0,0.0,197,4,4,Normal Operations
2025-11-16 03:00:00,13.8,0.0,0.292,18.7,0.0,154,5,2,Normal Operations
2025-11-16 04:00:00,13.4,0.0,0.292,17.6,0.0,722,1,3,Normal Operations
2025-11-16 05:00:00,12.4,0.0,0.29,15.8,0.0,763,11,3,Normal Operations
2025-11-16 06:00:00,12.6,0.0,0.29,17.6,0.0,857,12,0,Normal Operations
2025-11-16 07:00:00,14.4,0.0,0.29,19.4,0.0,505,15,2,Normal Operations
2025-11-16 08:00:00,17.9,0.0,0.29,18.7,0.0,168,13,4,Normal Operations
2025-11-16 09:00:00,21.6,0.0,0.289,17.6,0.0,411,2,2,Normal Operations
2025-11-16 10:00:00,24.1,0.0,0.289,17.6,0.0,388,12,2,Normal Operations
2025-11-16 11:00:00,25.5,0.0,0.29,17.3,0.0,861,13,2,Normal Operations
2025-11-16 12:00:00,26.4,0.0,0.288,18.4,0.0,647,9,3,Normal Operations
2025-11-16 13:00:00,26.7,0.0,0.287,20.9,0.0,850,2,1,Normal Operations
2025-11-16 14:00:00,26.7,0.0,0.286,22.3,0.0,247,5,1,Normal Operations
2025-11-16 15:00:00,26.2,0.0,0.285,23.8,0.0,566,13,0,Normal Operations
2025-11-16 16:00:00,24.3,0.0,0.285,23.8,0.0,838,8,2,Normal Operations
2025-11-16 17:00:00,21.4,0.0,0.283,21.6,0.0,343,3,1,Normal Operations
2025-11-16 18:00:00,19.8,0.0,0.283,17.3,0.0,590,6,0,Normal Operations
2025-11-16 19:00:00,18.6,0.0,0.283,15.8,0.0,948,4,3,Normal Operations
2025-11-16 20:00:00,17.8,0.0,0.282,18.4,0.0,606,11,2,Normal Operations
