time,temperature_2m,precipitation,soil_moisture_0_to_7cm,wind_gusts_10m,Rolling_72h_Rainfall
2025-11-17 15:00:00,25.4,0.0,0.276,21.2,0.0
2025-11-17 16:00:00,24.2,0.0,0.275,20.9,0.0
2025-11-17 17:00:00,21.2,0.0,0.268,15.5,0.0
2025-11-17 18:00:00,20.5,0.0,0.268,15.8,0.0
2025-11-17 19:00:00,19.0,0.0,0.268,15.8,0.0
2025-11-17 20:00:00,17.4,0.0,0.268,14.0,0.0
2025-11-17 21:00:00,16.9,0.0,0.268,15.8,0.0
2025-11-17 22:00:00,16.3,0.0,0.268,15.8,0.0
2025-11-17 23:00:00,15.3,0.0,0.273,13.0,0.0
2025-11-18 00:00:00,14.4,0.0,0.273,10.1,0.0
2025-11-18 01:00:00,13.7,0.0,0.274,11.2,0.0
2025-11-18 02:00:00,13.2,0.0,0.274,11.5,0.0
2025-11-18 03:00:00,12.8,0.0,0.274,13.0,0.0
2025-11-18 04:00:00,12.5,0.0,0.274,14.0,0.0
2025-11-18 05:00:00,11.9,0.0,0.264,14.4,0.0
2025-11-18 06:00:00,12.0,0.0,0.264,14.0,0.0
2025-11-18 07:00:00,14.1,0.0,0.264,15.1,0.0
2025-11-18 08:00:00,18.1,0.0,0.264,15.1,0.0
2025-11-18 09:00:00,21.3,0.0,0.264,14.0,0.0
2025-11-18 10:00:00,23.2,0.0,0.263,15.1,0.0
2025-11-18 11:00:00,24.5,0.0,0.26,18.0,0.0
2025-11-18 12:00:00,25.3,0.0,0.26,19.1,0.0
2025-11-18 13:00:00,25.6,0.0,0.259,19.4,0.0
2025-11-18 14:00:00,25.8,0.0,0.259,19.4,0.0
2025-11-18 15:00:00,25.6,0.0,0.258,18.7,0.0
2025-11-18 16:00:00,24.4,0.0,0.258,17.3,0.0
2025-11-18 17:00:00,22.3,0.0,0.25,9.7,0.0
2025-11-18 18:00:00,21.2,0.0,0.25,4.3,0.0
2025-11-18 19:00:00,19.1,0.0,0.25,10.1,0.0
2025-11-18 20:00:00,17.1,0.0,0.25,10.8,0.0
2025-11-18 21:00:00,16.1,0.0,0.25,14.0,0.0
2025-11-18 22:00:00,15.9,0.0,0.25,14.8,0.0
2025-11-18 23:00:00,15.4,0.0,0.257,14.8,0.0
2025-11-19 00:00:00,14.6,0.0,0.257,14.0,0.0
2025-11-19 01:00:00,13.5,0.0,0.257,10.4,0.0
2025-11-19 02:00:00,12.9,0.0,0.257,8.6,0.0
2025-11-19 03:00:00,12.4,0.0,0.258,10.8,0.0
2025-11-19 04:00:00,11.9,0.0,0.258,10.8,0.0
2025-11-19 05:00:00,11.7,0.0,0.258,9.0,0.0
2025-11-19 06:00:00,11.6,0.0,0.258,8.3,0.0
2025-11-19 07:00:00,14.0,0.0,0.258,12.2,0.0
2025-11-19 08:00:00,18.4,0.0,0.258,13.7,0.0
2025-11-19 09:00:00,21.4,0.0,0.258,13.3,0.0
2025-11-19 10:00:00,23.7,0.0,0.257,14.8,0.0
2025-11-19 11:00:00,25.0,0.0,0.253,17.3,0.0
2025-11-19 12:00:00,26.0,0.0,0.253,17.6,0.0
2025-11-19 13:00:00,26.4,0.0,0.252,18.7,0.0
2025-11-19 14:00:00,26.5,0.0,0.251,19.1,0.0
2025-11-19 15:00:00,26.3,0.0,0.251,18.4,0.0
2025-11-19 16:00:00,25.0,0.0,0.251,16.9,0.0
2025-11-19 17:00:00,22.2,0.0,0.249,11.5,0.0
2025-11-19 18:00:00,20.9,0.0,0.249,9.4,0.0
2025-11-19 19:00:00,20.1,0.0,0.249,13.3,0.0
2025-11-19 20:00:00,18.4,0.0,0.249,14.4,0.0
2025-11-19 21:00:00,16.9,0.0,0.249,13.7,0.0
2025-11-19 22:00:00,15.9,0.0,0.249,12.6,0.0
2025-11-19 23:00:00,14.9,0.0,0.258,10.4,0.0
2025-11-20 00:00:00,14.1,0.0,0.258,10.8,0.0
2025-11-20 01:00:00,13.6,0.0,0.259,11.5,0.0
2025-11-20 02:00:00,13.2,0.0,0.259,10.4,0.0
2025-11-20 03:00:00,13.2,0.0,0.259,7.9,0.0
2025-11-20 04:00:00,13.3,0.0,0.259,8.3,0.0
2025-11-20 05:00:00,12.9,0.0,0.246,10.4,0.0
2025-11-20 06:00:00,13.5,0.0,0.246,14.0,0.0
2025-11-20 07:00:00,15.3,0.0,0.246,15.5,0.0
2025-11-20 08:00:00,18.8,0.0,0.246,15.5,0.0
2025-11-20 09:00:00,22.1,0.0,0.246,15.1,0.0
2025-11-20 10:00:00,24.3,0.0,0.246,15.5,0.0
2025-11-20 11:00:00,25.5,0.0,0.246,17.3,0.0
2025-11-20 12:00:00,26.5,0.0,0.245,19.4,0.0
2025-11-20 13:00:00,27.1,0.0,0.245,21.2,0.0
2025-11-20 14:00:00,27.4,0.0,0.245,21.2,0.0
2025-11-20 15:00:00,27.4,0.0,0.244,20.5,0.0
2025-11-20 16:00:00,26.2,0.0,0.244,20.2,0.0
2025-11-20 17:00:00,23.4,0.0,0.246,17.6,0.0
2025-11-20 18:00:00,21.5,0.0,0.246,11.5,0.0
2025-11-20 19:00:00,20.6,0.0,0.246,14.8,0.0
2025-11-20 20:00:00,19.2,0.0,0.246,14.4,0.0
2025-11-20 21:00:00,18.0,0.0,0.246,13.0,0.0
2025-11-20 22:00:00,17.2,0.0,0.246,13.0,0.0
2025-11-20 23:00:00,15.8,0.0,0.255,11.2,0.0
2025-11-21 00:00:00,15.1,0.0,0.255,9.0,0.0
2025-11-21 01:00:00,14.6,0.0,0.255,9.4,0.0
2025-11-21 02:00:00,14.6,0.0,0.255,9.0,0.0
2025-11-21 03:00:00,14.8,0.0,0.255,11.5,0.0
2025-11-21 04:00:00,14.7,0.0,0.255,12.2,0.0
2025-11-21 05:00:00,14.2,0.0,0.248,14.8,0.0
2025-11-21 06:00:00,14.3,0.0,0.248,16.6,0.0
2025-11-21 07:00:00,16.0,0.0,0.248,15.5,0.0
2025-11-21 08:00:00,20.0,0.0,0.248,15.1,0.0
2025-11-21 09:00:00,23.1,0.0,0.248,12.6,0.0
2025-11-21 10:00:00,25.2,0.0,0.248,14.4,0.0
2025-11-21 11:00:00,26.5,0.0,0.249,15.1,0.0
2025-11-21 12:00:00,27.6,0.0,0.248,15.5,0.0
2025-11-21 13:00:00,28.1,0.0,0.247,15.5,0.0
2025-11-21 14:00:00,28.2,0.0,0.247,15.1,0.0
2025-11-21 15:00:00,28.0,0.0,0.247,14.4,0.0
2025-11-21 16:00:00,26.4,0.0,0.246,11.5,0.0
2025-11-21 17:00:00,24.0,0.0,0.244,5.4,0.0
2025-11-21 18:00:00,23.0,0.0,0.244,2.5,0.0
2025-11-21 19:00:00,21.9,0.0,0.244,2.9,0.0
2025-11-21 20:00:00,20.9,0.0,0.244,9.7,0.0
2025-11-21 21:00:00,19.1,0.0,0.244,13.7,0.0
2025-11-21 22:00:00,18.1,0.0,0.244,14.8,0.0
2025-11-21 23:00:00,17.0,0.0,0.25,13.0,0.0
2025-11-22 00:00:00,15.8,0.0,0.25,9.4,0.0
2025-11-22 01:00:00,15.0,0.0,0.25,10.8,0.0
2025-11-22 02:00:00,14.4,0.0,0.25,10.4,0.0
2025-11-22 03:00:00,14.0,0.0,0.25,12.2,0.0
2025-11-22 04:00:00,14.1,0.0,0.25,14.4,0.0
2025-11-22 05:00:00,14.6,0.0,0.246,15.5,0.0
2025-11-22 06:00:00,15.1,0.0,0.246,13.7,0.0
2025-11-22 07:00:00,17.0,0.0,0.246,13.0,0.0
2025-11-22 08:00:00,19.9,0.0,0.246,13.3,0.0
2025-11-22 09:00:00,23.2,0.0,0.246,13.0,0.0
2025-11-22 10:00:00,25.6,0.0,0.245,13.7,0.0
2025-11-22 11:00:00,27.1,0.0,0.247,15.8,0.0
2025-11-22 12:00:00,27.9,0.0,0.247,17.3,0.0
2025-11-22 13:00:00,28.3,0.0,0.246,17.3,0.0
2025-11-22 14:00:00,28.4,0.0,0.246,15.5,0.0
2025-11-22 15:00:00,28.2,0.0,0.245,13.3,0.0
2025-11-22 16:00:00,26.7,0.0,0.245,10.8,0.0
2025-11-22 17:00:00,24.3,0.0,0.254,4.7,0.0
2025-11-22 18:00:00,22.8,0.0,0.254,2.2,0.0
2025-11-22 19:00:00,21.9,0.0,0.254,2.2,0.0
2025-11-22 20:00:00,20.5,0.0,0.254,5.0,0.0
2025-11-22 21:00:00,20.1,0.0,0.254,5.4,0.0
2025-11-22 22:00:00,19.4,0.0,0.254,2.5,0.0
2025-11-22 23:00:00,19.2,0.0,0.274,3.6,0.0
2025-11-23 00:00:00,17.9,0.0,0.274,5.4,0.0
2025-11-23 01:00:00,17.3,0.0,0.274,10.8,0.0
2025-11-23 02:00:00,16.9,0.0,0.274,13.7,0.0
2025-11-23 03:00:00,16.2,0.0,0.274,15.5,0.0
2025-11-23 04:00:00,15.9,0.0,0.274,15.5,0.0
2025-11-23 05:00:00,15.2,0.0,0.25,15.1,0.0
2025-11-23 06:00:00,15.6,0.0,0.25,13.7,0.0
2025-11-23 07:00:00,17.3,0.0,0.25,14.8,0.0
2025-11-23 08:00:00,20.2,0.0,0.25,15.1,0.0
2025-11-23 09:00:00,23.2,0.0,0.249,12.2,0.0
2025-11-23 10:00:00,25.6,0.0,0.249,12.6,0.0
2025-11-23 11:00:00,27.0,0.0,0.261,14.0,0.0
2025-11-23 12:00:00,27.9,0.0,0.26,15.5,0.0
2025-11-23 13:00:00,28.4,0.0,0.259,15.5,0.0
2025-11-23 14:00:00,28.6,0.0,0.258,18.0,0.0
2025-11-23 15:00:00,28.1,0.0,0.258,23.4,0.0
2025-11-23 16:00:00,26.7,0.0,0.257,23.0,0.0
2025-11-23 17:00:00,24.5,0.0,0.251,11.9,0.0
2025-11-23 18:00:00,22.9,0.0,0.251,1.8,0.0
2025-11-23 19:00:00,21.1,0.0,0.251,4.3,0.0
2025-11-23 20:00:00,19.9,0.0,0.251,8.3,0.0
2025-11-23 21:00:00,18.5,0.0,0.251,13.0,0.0
2025-11-23 22:00:00,18.1,0.0,0.251,13.0,0.0
2025-11-23 23:00:00,17.3,0.0,0.264,11.9,0.0
2025-11-24 00:00:00,16.4,0.0,0.264,8.3,0.0
2025-11-24 01:00:00,16.4,0.0,0.264,10.4,0.0
2025-11-24 02:00:00,16.6,0.0,0.264,11.9,0.0
2025-11-24 03:00:00,16.7,0.0,0.264,11.9,0.0
2025-11-24 04:00:00,16.8,0.0,0.264,13.0,0.0
2025-11-24 05:00:00,16.4,0.0,0.255,13.0,0.0
2025-11-24 06:00:00,17.0,0.0,0.255,11.5,0.0
2025-11-24 07:00:00,18.4,0.0,0.255,15.8,0.0
2025-11-24 08:00:00,21.5,0.0,0.255,16.6,0.0
2025-11-24 09:00:00,24.4,0.0,0.255,15.5,0.0
2025-11-24 10:00:00,26.4,0.0,0.254,15.1,0.0
2025-11-24 11:00:00,27.5,0.0,0.262,18.0,0.0
2025-11-24 12:00:00,28.2,0.0,0.261,18.4,0.0
2025-11-24 13:00:00,28.6,0.0,0.261,18.0,0.0
2025-11-24 14:00:00,28.7,0.0,0.26,20.9,0.0
2025-11-24 15:00:00,28.4,0.0,0.259,23.8,0.0
2025-11-24 16:00:00,27.2,0.0,0.259,23.8,0.0
2025-11-24 17:00:00,24.8,0.0,0.263,14.4,0.0
2025-11-24 18:00:00,23.1,0.0,0.263,6.8,0.0
2025-11-24 19:00:00,22.7,0.0,0.263,15.1,0.0
2025-11-24 20:00:00,21.8,0.0,0.263,15.8,0.0
2025-11-24 21:00:00,20.8,0.0,0.263,15.5,0.0
2025-11-24 22:00:00,19.5,0.0,0.263,10.8,0.0
2025-11-24 23:00:00,18.9,0.0,0.274,5.0,0.0
2025-11-25 00:00:00,18.2,0.0,0.274,9.0,0.0
2025-11-25 01:00:00,17.8,0.0,0.274,9.7,0.0
2025-11-25 02:00:00,17.6,0.0,0.274,11.5,0.0
2025-11-25 03:00:00,17.3,0.0,0.274,13.0,0.0
2025-11-25 04:00:00,16.8,0.0,0.274,14.4,0.0
2025-11-25 05:00:00,16.1,0.0,0.268,14.8,0.0
2025-11-25 06:00:00,16.5,0.0,0.268,14.8,0.0
2025-11-25 07:00:00,18.2,0.0,0.268,14.8,0.0
2025-11-25 08:00:00,21.6,0.0,0.268,14.8,0.0
2025-11-25 09:00:00,24.2,0.0,0.268,13.7,0.0
2025-11-25 10:00:00,26.1,0.0,0.267,13.7,0.0
2025-11-25 11:00:00,27.1,0.0,0.266,16.9,0.0
2025-11-25 12:00:00,27.9,0.0,0.265,20.9,0.0
2025-11-25 13:00:00,28.0,0.0,0.264,24.8,0.0
2025-11-25 14:00:00,28.1,0.0,0.264,25.6,0.0
2025-11-25 15:00:00,27.8,0.0,0.263,26.3,0.0
2025-11-25 16:00:00,27.0,0.0,0.263,23.4,0.0
2025-11-25 17:00:00,24.8,0.0,0.274,11.2,0.0
2025-11-25 18:00:00,23.3,0.0,0.274,3.2,0.0
2025-11-25 19:00:00,21.7,0.0,0.274,10.1,0.0
2025-11-25 20:00:00,20.4,0.0,0.273,13.3,0.0
2025-11-25 21:00:00,19.6,0.0,0.273,13.7,0.0
2025-11-25 22:00:00,18.8,0.0,0.273,6.1,0.0
2025-11-25 23:00:00,18.3,0.0,0.286,7.2,0.0
2025-11-26 00:00:00,17.4,0.0,0.286,8.6,0.0
2025-11-26 01:00:00,17.0,0.0,0.286,7.2,0.0
2025-11-26 02:00:00,17.0,0.0,0.286,7.9,0.0
2025-11-26 03:00:00,17.3,0.0,0.286,9.7,0.0
2025-11-26 04:00:00,17.3,0.0,0.286,9.7,0.0
2025-11-26 05:00:00,17.2,0.0,0.281,10.1,0.0
2025-11-26 06:00:00,17.4,0.0,0.281,12.6,0.0
2025-11-26 07:00:00,18.5,0.0,0.281,14.4,0.0
2025-11-26 08:00:00,21.6,0.0,0.28,14.8,0.0
2025-11-26 09:00:00,24.3,0.0,0.28,14.4,0.0
2025-11-26 10:00:00,26.1,0.0,0.279,12.6,0.0
2025-11-26 11:00:00,26.7,0.0,0.281,16.2,0.0
2025-11-26 12:00:00,27.6,0.0,0.28,19.4,0.0
2025-11-26 13:00:00,28.1,0.0,0.279,22.0,0.0
2025-11-26 14:00:00,27.9,0.0,0.278,22.3,0.0
2025-11-26 15:00:00,27.7,0.0,0.277,23.0,0.0
2025-11-26 16:00:00,26.9,0.0,0.277,20.2,0.0
2025-11-26 17:00:00,24.6,0.0,0.284,7.2,0.0
2025-11-26 18:00:00,23.0,0.0,0.284,10.4,0.0
2025-11-26 19:00:00,22.1,0.0,0.283,13.3,0.0
2025-11-26 20:00:00,20.6,0.0,0.283,11.9,0.0
2025-11-26 21:00:00,19.3,0.0,0.283,8.6,0.0
2025-11-26 22:00:00,18.5,0.0,0.283,8.6,0.0
2025-11-26 23:00:00,17.4,0.0,0.288,8.6,0.0
2025-11-27 00:00:00,16.9,0.0,0.288,7.2,0.0
2025-11-27 01:00:00,16.5,0.0,0.288,7.6,0.0
2025-11-27 02:00:00,16.4,0.0,0.288,8.3,0.0
2025-11-27 03:00:00,16.2,0.0,0.288,11.5,0.0
2025-11-27 04:00:00,15.9,0.0,0.288,13.0,0.0
2025-11-27 05:00:00,16.0,0.0,0.276,13.7,0.0
2025-11-27 06:00:00,16.3,0.0,0.276,14.0,0.0
2025-11-27 07:00:00,18.0,0.0,0.276,15.1,0.0
2025-11-27 08:00:00,21.2,0.0,0.276,15.1,0.0
2025-11-27 09:00:00,24.0,0.0,0.275,12.2,0.0
2025-11-27 10:00:00,25.9,0.0,0.275,14.8,0.0
2025-11-27 11:00:00,27.2,0.0,0.282,21.2,0.0
2025-11-27 12:00:00,28.1,0.0,0.281,25.9,0.0
2025-11-27 13:00:00,28.4,0.0,0.279,30.2,0.0
2025-11-27 14:00:00,28.2,0.0,0.278,31.3,0.0
2025-11-27 15:00:00,27.8,0.0,0.277,29.9,0.0
2025-11-27 16:00:00,26.6,0.0,0.277,23.4,0.0
2025-11-27 17:00:00,23.4,0.0,0.279,14.4,0.0
2025-11-27 18:00:00,22.1,0.0,0.279,16.6,0.0
2025-11-27 19:00:00,20.8,0.0,0.279,17.6,0.0
2025-11-27 20:00:00,19.7,0.0,0.278,16.6,0.0
2025-11-27 21:00:00,18.9,0.0,0.278,16.9,0.0
2025-11-27 22:00:00,17.8,0.0,0.278,16.9,0.0
2025-11-27 23:00:00,15.9,0.0,0.286,15.8,0.0
2025-11-28 00:00:00,14.8,0.0,0.286,13.3,0.0
2025-11-28 01:00:00,14.0,0.0,0.286,13.0,0.0
2025-11-28 02:00:00,13.3,0.0,0.286,13.3,0.0
2025-11-28 03:00:00,12.8,0.0,0.286,14.8,0.0
2025-11-28 04:00:00,12.4,0.0,0.286,15.5,0.0
2025-11-28 05:00:00,11.8,0.0,0.271,16.9,0.0
2025-11-28 06:00:00,12.1,0.0,0.271,16.2,0.0
2025-11-28 07:00:00,13.7,0.0,0.271,15.1,0.0
2025-11-28 08:00:00,17.5,0.0,0.271,14.8,0.0
2025-11-28 09:00:00,20.9,0.0,0.27,14.0,0.0
2025-11-28 10:00:00,22.9,0.0,0.27,15.1,0.0
2025-11-28 11:00:00,24.1,0.0,0.271,16.6,0.0
2025-11-28 12:00:00,25.1,0.0,0.271,19.1,0.0
2025-11-28 13:00:00,25.6,0.0,0.27,21.2,0.0
2025-11-28 14:00:00,25.9,0.0,0.269,22.0,0.0
2025-11-28 15:00:00,25.9,0.0,0.268,22.0,0.0
2025-11-28 16:00:00,24.5,0.0,0.268,21.2,0.0
2025-11-28 17:00:00,20.8,0.0,0.265,15.8,0.0
2025-11-28 18:00:00,19.3,0.0,0.265,10.1,0.0
2025-11-28 19:00:00,18.5,0.0,0.265,14.0,0.0
2025-11-28 20:00:00,17.4,0.0,0.265,13.7,0.0
2025-11-28 21:00:00,17.1,0.0,0.265,15.1,0.0
2025-11-28 22:00:00,16.0,0.0,0.265,14.4,0.0
2025-11-28 23:00:00,14.2,0.0,0.265,11.9,0.0
2025-11-29 00:00:00,13.2,0.0,0.265,11.2,0.0
2025-11-29 01:00:00,12.7,0.0,0.265,11.2,0.0
2025-11-29 02:00:00,12.3,0.0,0.265,12.2,0.0
2025-11-29 03:00:00,12.1,0.0,0.265,14.4,0.0
2025-11-29 04:00:00,11.9,0.0,0.265,15.1,0.0
2025-11-29 05:00:00,11.4,0.0,0.257,15.5,0.0
2025-11-29 06:00:00,11.7,0.0,0.257,15.1,0.0
2025-11-29 07:00:00,13.5,0.0,0.257,16.2,0.0
2025-11-29 08:00:00,17.5,0.0,0.257,16.6,0.0
2025-11-29 09:00:00,20.9,0.0,0.257,16.2,0.0
2025-11-29 10:00:00,23.1,0.0,0.256,16.9,0.0
2025-11-29 11:00:00,24.4,0.0,0.262,17.6,0.0
2025-11-29 12:00:00,25.3,0.0,0.261,20.2,0.0
2025-11-29 13:00:00,25.9,0.0,0.261,22.0,0.0
2025-11-29 14:00:00,26.2,0.0,0.26,22.0,0.0
2025-11-29 15:00:00,26.3,0.0,0.26,21.2,0.0
2025-11-29 16:00:00,25.0,0.0,0.259,19.8,0.0
2025-11-29 17:00:00,21.0,0.0,0.256,15.1,0.0
2025-11-29 18:00:00,19.5,0.0,0.256,10.8,0.0
2025-11-29 19:00:00,19.0,0.0,0.256,13.3,0.0
2025-11-29 20:00:00,17.7,0.0,0.256,13.0,0.0
2025-11-29 21:00:00,17.1,0.0,0.256,14.0,0.0
2025-11-29 22:00:00,16.1,0.0,0.256,13.7,0.0
2025-11-29 23:00:00,15.0,0.0,0.256,12.6,0.0
2025-11-30 00:00:00,14.2,0.0,0.256,14.0,0.0
2025-11-30 01:00:00,13.7,0.0,0.256,14.8,0.0
2025-11-30 02:00:00,13.5,0.0,0.256,16.6,0.0
2025-11-30 03:00:00,13.1,0.0,0.256,16.6,0.0
2025-11-30 04:00:00,12.5,0.0,0.256,14.4,0.0
2025-11-30 05:00:00,12.0,0.0,0.255,14.0,0.0
2025-11-30 06:00:00,12.6,0.0,0.255,15.8,0.0
2025-11-30 07:00:00,14.0,0.0,0.255,19.8,0.0
2025-11-30 08:00:00,17.6,0.0,0.255,20.2,0.0
2025-11-30 09:00:00,21.4,0.0,0.255,20.2,0.0
2025-11-30 10:00:00,23.8,0.0,0.255,20.5,0.0
2025-11-30 11:00:00,25.0,0.0,0.254,18.0,0.0
2025-11-30 12:00:00,26.0,0.0,0.253,18.0,0.0
2025-11-30 13:00:00,26.3,0.0,0.253,19.4,0.0
2025-11-30 14:00:00,26.3,0.0,0.252,20.5,0.0
2025-11-30 15:00:00,26.0,0.0,0.252,20.5,0.0
2025-11-30 16:00:00,24.8,0.0,0.251,19.1,0.0
2025-11-30 17:00:00,22.5,0.0,0.251,13.3,0.0
2025-11-30 18:00:00,20.7,0.0,0.251,5.4,0.0
2025-11-30 19:00:00,19.8,0.0,0.251,9.4,0.0
2025-11-30 20:00:00,18.3,0.0,0.251,12.2,0.0
2025-11-30 21:00:00,17.5,0.0,0.251,12.6,0.0
2025-11-30 22:00:00,17.3,0.0,0.251,10.4,0.0
2025-11-30 23:00:00,16.4,0.0,0.251,9.4,0.0
2025-12-01 00:00:00,16.1,0.0,0.251,8.3,0.0
2025-12-01 01:00:00,15.4,0.0,0.251,8.6,0.0
2025-12-01 02:00:00,14.8,0.0,0.251,5.4,0.0
2025-12-01 03:00:00,14.3,0.0,0.251,9.4,0.0
2025-12-01 04:00:00,13.9,0.0,0.251,15.5,0.0
2025-12-01 05:00:00,13.8,0.0,0.255,16.6,0.0
2025-12-01 06:00:00,14.1,0.0,0.255,15.8,0.0
2025-12-01 07:00:00,15.2,0.0,0.255,15.8,0.0
2025-12-01 08:00:00,18.3,0.0,0.254,19.1,0.0
2025-12-01 09:00:00,21.9,0.0,0.254,19.1,0.0
2025-12-01 10:00:00,24.4,0.0,0.254,18.0,0.0
2025-12-01 11:00:00,25.7,0.0,0.259,16.6,0.0
2025-12-01 12:00:00,26.7,0.0,0.258,18.7,0.0
2025-12-01 13:00:00,26.9,0.0,0.257,21.2,0.0
2025-12-01 14:00:00,26.9,0.0,0.256,21.2,0.0
2025-12-01 15:00:00,26.7,0.0,0.256,20.2,0.0
2025-12-01 16:00:00,25.3,0.0,0.255,18.0,0.0
2025-12-01 17:00:00,22.2,0.0,0.251,10.8,0.0
2025-12-01 18:00:00,21.3,0.0,0.251,6.8,0.0
2025-12-01 19:00:00,19.8,0.0,0.251,10.4,0.0
2025-12-01 20:00:00,18.6,0.0,0.251,14.8,0.0
2025-12-01 21:00:00,17.6,0.0,0.251,14.8,0.0
2025-12-01 22:00:00,16.9,0.0,0.251,13.7,0.0
2025-12-01 23:00:00,16.0,0.0,0.263,11.9,0.0
2025-12-02 00:00:00,15.1,0.0,0.263,11.2,0.0
2025-12-02 01:00:00,14.8,0.0,0.263,11.2,0.0
2025-12-02 02:00:00,14.5,0.0,0.263,10.4,0.0
2025-12-02 03:00:00,14.3,0.0,0.263,11.9,0.0
2025-12-02 04:00:00,14.3,0.0,0.263,15.5,0.0
2025-12-02 05:00:00,14.1,0.0,0.248,15.8,0.0
2025-12-02 06:00:00,13.9,0.0,0.248,16.9,0.0
2025-12-02 07:00:00,14.9,0.0,0.248,19.1,0.0
2025-12-02 08:00:00,18.5,0.0,0.248,19.1,0.0
2025-12-02 09:00:00,22.1,0.0,0.248,17.3,0.0
2025-12-02 10:00:00,24.5,0.0,0.248,17.3,0.0
2025-12-02 11:00:00,25.9,0.0,0.257,18.7,0.0
2025-12-02 12:00:00,26.9,0.0,0.256,20.5,0.0
2025-12-02 13:00:00,27.3,0.0,0.256,21.6,0.0
2025-12-02 14:00:00,27.5,0.0,0.255,21.6,0.0
2025-12-02 15:00:00,27.0,0.0,0.254,19.8,0.0
2025-12-02 16:00:00,25.5,0.0,0.254,18.4,0.0
2025-12-02 17:00:00,22.0,0.0,0.252,13.7,0.0
2025-12-02 18:00:00,20.4,0.0,0.252,13.7,0.0
2025-12-02 19:00:00,18.8,0.0,0.252,12.6,0.0
2025-12-02 20:00:00,17.4,0.0,0.252,13.0,0.0
2025-12-02 21:00:00,16.2,0.0,0.252,12.2,0.0
2025-12-02 22:00:00,15.3,0.0,0.252,12.2,0.0
2025-12-02 23:00:00,14.7,0.0,0.252,10.8,0.0
2025-12-03 00:00:00,13.9,0.0,0.252,11.2,0.0
2025-12-03 01:00:00,13.7,0.0,0.252,13.0,0.0
2025-12-03 02:00:00,14.0,0.0,0.252,16.9,0.0
2025-12-03 03:00:00,13.9,0.0,0.252,16.9,0.0
2025-12-03 04:00:00,13.5,0.0,0.252,18.4,0.0
2025-12-03 05:00:00,12.8,0.0,0.244,18.4,0.0
2025-12-03 06:00:00,13.1,0.0,0.244,16.9,0.0
2025-12-03 07:00:00,14.4,0.0,0.244,14.8,0.0
2025-12-03 08:00:00,17.9,0.0,0.244,15.1,0.0
2025-12-03 09:00:00,21.9,0.0,0.244,14.8,0.0
2025-12-03 10:00:00,24.3,0.0,0.244,14.0,0.0
2025-12-03 11:00:00,25.2,0.0,0.256,13.7,0.0
2025-12-03 12:00:00,26.4,0.0,0.255,15.1,0.0
2025-12-03 13:00:00,26.9,0.0,0.254,16.9,0.0
2025-12-03 14:00:00,27.1,0.0,0.254,17.6,0.0
2025-12-03 15:00:00,27.0,0.0,0.253,17.6,0.0
2025-12-03 16:00:00,25.7,0.0,0.253,16.6,0.0
2025-12-03 17:00:00,22.0,0.0,0.247,11.2,0.0
2025-12-03 18:00:00,20.1,0.0,0.247,9.4,0.0
2025-12-03 19:00:00,18.7,0.0,0.247,12.2,0.0
2025-12-03 20:00:00,17.5,0.0,0.247,15.8,0.0
2025-12-03 21:00:00,17.0,0.0,0.247,16.2,0.0
2025-12-03 22:00:00,15.8,0.0,0.247,12.2,0.0
2025-12-03 23:00:00,15.1,0.0,0.247,10.1,0.0
2025-12-04 00:00:00,14.7,0.0,0.247,10.8,0.0
2025-12-04 01:00:00,14.4,0.0,0.247,11.5,0.0
2025-12-04 02:00:00,13.7,0.0,0.247,13.3,0.0
2025-12-04 03:00:00,13.4,0.0,0.247,14.8,0.0
2025-12-04 04:00:00,13.0,0.0,0.247,15.8,0.0
2025-12-04 05:00:00,12.4,0.0,0.247,15.8,0.0
2025-12-04 06:00:00,12.5,0.0,0.247,15.5,0.0
2025-12-04 07:00:00,13.8,0.0,0.247,16.2,0.0
2025-12-04 08:00:00,17.2,0.0,0.247,16.2,0.0
2025-12-04 09:00:00,20.8,0.0,0.247,13.7,0.0
2025-12-04 10:00:00,23.4,0.0,0.247,14.8,0.0
2025-12-04 11:00:00,24.8,0.0,0.246,14.8,0.0
2025-12-04 12:00:00,26.1,0.0,0.246,14.8,0.0
2025-12-04 13:00:00,26.7,0.0,0.246,15.8,0.0
2025-12-04 14:00:00,27.1,0.0,0.245,17.6,0.0
2025-12-04 15:00:00,26.7,0.0,0.245,19.4,0.0
2025-12-04 16:00:00,25.2,0.0,0.245,19.4,0.0
2025-12-04 17:00:00,21.9,0.0,0.245,15.1,0.0
2025-12-04 18:00:00,20.5,0.0,0.244,16.2,0.0
2025-12-04 19:00:00,19.1,0.0,0.244,15.8,0.0
2025-12-04 20:00:00,17.7,0.0,0.244,15.8,0.0
2025-12-04 21:00:00,17.4,0.0,0.244,19.8,0.0
2025-12-04 22:00:00,16.7,0.0,0.244,20.2,0.0
2025-12-04 23:00:00,15.2,0.0,0.244,14.4,0.0
2025-12-05 00:00:00,14.5,0.0,0.244,11.9,0.0
2025-12-05 01:00:00,14.0,0.0,0.244,14.0,0.0
2025-12-05 02:00:00,13.5,0.0,0.244,16.6,0.0
2025-12-05 03:00:00,13.1,0.0,0.244,16.9,0.0
2025-12-05 04:00:00,12.7,0.0,0.245,16.9,0.0
